	Lemma	LemmaID	Number	Definite	Case	Form
791	acoperit	acoperit	Plur	Def	Obl	acoperiților
792	crampă	crampă	Sing	Bare	Dir	crampă
793	crampă	crampă	Sing	Bare	Obl	crampe
794	crampă	crampă	Sing	Def	Dir	crampa
795	crampă	crampă	Sing	Def	Obl	crampei
796	crampă	crampă	Plur	Bare	Dir	crampe
797	crampă	crampă	Plur	Bare	Obl	crampe
798	crampă	crampă	Plur	Def	Dir	crampele
799	crampă	crampă	Plur	Def	Obl	crampelor
800	recreație	recreație	Sing	Bare	Dir	recreație
801	recreație	recreație	Sing	Bare	Obl	recreații
802	recreație	recreație	Sing	Def	Dir	recreația
803	recreație	recreație	Sing	Def	Obl	recreației
804	recreație	recreație	Plur	Bare	Dir	recreații
805	recreație	recreație	Plur	Bare	Obl	recreații
806	recreație	recreație	Plur	Def	Dir	recreațiile
807	recreație	recreație	Plur	Def	Obl	recreațiilor
808	cenușă	cenușă	Sing	Bare	Dir	cenușă
809	cenușă	cenușă	Sing	Bare	Obl	cenuși
810	cenușă	cenușă	Sing	Def	Dir	cenușa
811	cenușă	cenușă	Sing	Def	Obl	cenușii
812	cenușă	cenușă	Plur	Bare	Dir	cenuși
813	cenușă	cenușă	Plur	Bare	Obl	cenuși
814	cenușă	cenușă	Plur	Def	Dir	cenușile
815	cenușă	cenușă	Plur	Def	Obl	cenușilor
816	începător	începător	Sing	Bare	Dir	începător
817	începător	începător	Sing	Bare	Obl	începător
818	începător	începător	Sing	Def	Dir	începătorul
819	începător	începător	Sing	Def	Obl	începătorului
820	începător	începător	Plur	Bare	Dir	începători
821	începător	începător	Plur	Bare	Obl	începători
822	începător	începător	Plur	Def	Dir	începătorii
823	începător	începător	Plur	Def	Obl	începătorilor
824	transformare	transformare	Sing	Bare	Dir	transformare
825	transformare	transformare	Sing	Bare	Obl	transformări
826	transformare	transformare	Sing	Def	Dir	transformarea
827	transformare	transformare	Sing	Def	Obl	transformării
828	transformare	transformare	Plur	Bare	Dir	transformări
829	transformare	transformare	Plur	Bare	Obl	transformări
830	transformare	transformare	Plur	Def	Dir	transformările
831	transformare	transformare	Plur	Def	Obl	transformărilor
832	pătrunjel	pătrunjel	Sing	Bare	Dir	pătrunjel
833	pătrunjel	pătrunjel	Sing	Bare	Obl	pătrunjel
834	pătrunjel	pătrunjel	Sing	Def	Dir	pătrunjelul
835	pătrunjel	pătrunjel	Sing	Def	Obl	pătrunjelului
836	pătrunjel	pătrunjel	Plur	Bare	Dir	pătrunjei
837	pătrunjel	pătrunjel	Plur	Bare	Obl	pătrunjei
838	pătrunjel	pătrunjel	Plur	Def	Dir	pătrunjeii
839	pătrunjel	pătrunjel	Plur	Def	Obl	pătrunjeilor
840	interes	interes	Sing	Bare	Dir	interes
841	interes	interes	Sing	Bare	Obl	interes
842	interes	interes	Sing	Def	Dir	interesul
843	interes	interes	Sing	Def	Obl	interesului
844	interes	interes	Plur	Bare	Dir	interese
845	interes	interes	Plur	Bare	Obl	interese
846	interes	interes	Plur	Def	Dir	interesele
847	interes	interes	Plur	Def	Obl	intereselor
848	cină	cină	Sing	Bare	Dir	cină
849	cină	cină	Sing	Bare	Obl	cine
850	cină	cină	Sing	Def	Dir	cina
851	cină	cină	Sing	Def	Obl	cinei
852	cină	cină	Plur	Bare	Dir	cine
853	cină	cină	Plur	Bare	Obl	cine
854	cină	cină	Plur	Def	Dir	cinele
855	cină	cină	Plur	Def	Obl	cinelor
856	învățat	învățat	Sing	Bare	Dir	învățat
857	învățat	învățat	Sing	Bare	Obl	învățat
858	învățat	învățat	Sing	Def	Dir	învățatul
859	învățat	învățat	Sing	Def	Obl	învățatului
860	învățat	învățat	Plur	Bare	Dir	învățați
861	învățat	învățat	Plur	Bare	Obl	învățați
862	învățat	învățat	Plur	Def	Dir	învățații
863	învățat	învățat	Plur	Def	Obl	învățaților
864	râpă	râpă	Sing	Bare	Dir	râpă
865	râpă	râpă	Sing	Bare	Obl	râpe
866	râpă	râpă	Sing	Def	Dir	râpa
867	râpă	râpă	Sing	Def	Obl	râpei
868	râpă	râpă	Plur	Bare	Dir	râpe
869	râpă	râpă	Plur	Bare	Obl	râpe
870	râpă	râpă	Plur	Def	Dir	râpele
871	râpă	râpă	Plur	Def	Obl	râpelor
872	istorie	istorie	Sing	Bare	Dir	istorie
873	istorie	istorie	Sing	Bare	Obl	istorii
874	istorie	istorie	Sing	Def	Dir	istoria
875	istorie	istorie	Sing	Def	Obl	istoriei
876	istorie	istorie	Plur	Bare	Dir	istorii
877	istorie	istorie	Plur	Bare	Obl	istorii
878	istorie	istorie	Plur	Def	Dir	istoriile
879	istorie	istorie	Plur	Def	Obl	istoriilor
880	minune	minune	Sing	Bare	Dir	minune
881	minune	minune	Sing	Bare	Obl	minuni
882	minune	minune	Sing	Def	Dir	minunea
883	minune	minune	Sing	Def	Obl	minunii
884	minune	minune	Plur	Bare	Dir	minuni
885	minune	minune	Plur	Bare	Obl	minuni
886	minune	minune	Plur	Def	Dir	minunile
887	minune	minune	Plur	Def	Obl	minunilor
888	identificare	identificare	Sing	Bare	Dir	identificare
889	identificare	identificare	Sing	Bare	Obl	identificări
890	identificare	identificare	Sing	Def	Dir	identificarea
891	identificare	identificare	Sing	Def	Obl	identificării
892	identificare	identificare	Plur	Bare	Dir	identificări
893	identificare	identificare	Plur	Bare	Obl	identificări
894	identificare	identificare	Plur	Def	Dir	identificările
895	identificare	identificare	Plur	Def	Obl	identificărilor
896	reconstituire	reconstituire	Sing	Bare	Dir	reconstituire
897	reconstituire	reconstituire	Sing	Bare	Obl	reconstituiri
898	reconstituire	reconstituire	Sing	Def	Dir	reconstituirea
899	reconstituire	reconstituire	Sing	Def	Obl	reconstituirii
900	reconstituire	reconstituire	Plur	Bare	Dir	reconstituiri
901	reconstituire	reconstituire	Plur	Bare	Obl	reconstituiri
902	reconstituire	reconstituire	Plur	Def	Dir	reconstituirile
903	reconstituire	reconstituire	Plur	Def	Obl	reconstituirilor
904	atins	atins	Sing	Bare	Dir	atins
905	atins	atins	Sing	Bare	Obl	atins
906	atins	atins	Sing	Def	Dir	atinsul
907	atins	atins	Sing	Def	Obl	atinsului
908	atins	atins	Plur	Bare	Dir	atinși
909	atins	atins	Plur	Bare	Obl	atinși
910	atins	atins	Plur	Def	Dir	atinșii
911	atins	atins	Plur	Def	Obl	atinșilor
912	pin	pin	Sing	Bare	Dir	pin
913	pin	pin	Sing	Bare	Obl	pin
914	pin	pin	Sing	Def	Dir	pinul
915	pin	pin	Sing	Def	Obl	pinului
916	pin	pin	Plur	Bare	Dir	pini
917	pin	pin	Plur	Bare	Obl	pini
918	pin	pin	Plur	Def	Dir	pinii
919	pin	pin	Plur	Def	Obl	pinilor
920	închiriat	închiriat	Sing	Bare	Dir	închiriat
921	închiriat	închiriat	Sing	Bare	Obl	închiriat
922	închiriat	închiriat	Sing	Def	Dir	închiriatul
923	închiriat	închiriat	Sing	Def	Obl	închiriatului
924	închiriat	închiriat	Plur	Bare	Dir	
925	închiriat	închiriat	Plur	Bare	Obl	
926	închiriat	închiriat	Plur	Def	Dir	
927	închiriat	închiriat	Plur	Def	Obl	
928	apropiată	apropiată	Sing	Bare	Dir	apropiată
929	apropiată	apropiată	Sing	Bare	Obl	apropiate
930	apropiată	apropiată	Sing	Def	Dir	apropiata
931	apropiată	apropiată	Sing	Def	Obl	apropiatei
932	apropiată	apropiată	Plur	Bare	Dir	apropiate
933	apropiată	apropiată	Plur	Bare	Obl	apropiate
934	apropiată	apropiată	Plur	Def	Dir	apropiatele
935	apropiată	apropiată	Plur	Def	Obl	apropiatelor
936	returnare	returnare	Sing	Bare	Dir	returnare
937	returnare	returnare	Sing	Bare	Obl	returnări
938	returnare	returnare	Sing	Def	Dir	returnarea
939	returnare	returnare	Sing	Def	Obl	returnării
940	returnare	returnare	Plur	Bare	Dir	returnări
941	returnare	returnare	Plur	Bare	Obl	returnări
942	returnare	returnare	Plur	Def	Dir	returnările
943	returnare	returnare	Plur	Def	Obl	returnărilor
944	băț	băț	Sing	Bare	Dir	băț
945	băț	băț	Sing	Bare	Obl	băț
946	băț	băț	Sing	Def	Dir	bățul
947	băț	băț	Sing	Def	Obl	bățului
948	băț	băț	Plur	Bare	Dir	bețe
949	băț	băț	Plur	Bare	Obl	bețe
950	băț	băț	Plur	Def	Dir	bețele
951	băț	băț	Plur	Def	Obl	bețelor
952	povară	povară	Sing	Bare	Dir	povară
953	povară	povară	Sing	Bare	Obl	poveri
954	povară	povară	Sing	Def	Dir	povara
955	povară	povară	Sing	Def	Obl	poverii
956	povară	povară	Plur	Bare	Dir	poveri
957	povară	povară	Plur	Bare	Obl	poveri
958	povară	povară	Plur	Def	Dir	poverile
959	povară	povară	Plur	Def	Obl	poverilor
960	negură	negură	Sing	Bare	Dir	negură
961	negură	negură	Sing	Bare	Obl	neguri
962	negură	negură	Sing	Def	Dir	negura
963	negură	negură	Sing	Def	Obl	negurii
964	negură	negură	Plur	Bare	Dir	neguri
965	negură	negură	Plur	Bare	Obl	neguri
966	negură	negură	Plur	Def	Dir	negurile
967	negură	negură	Plur	Def	Obl	negurilor
968	drumeț	drumeț	Sing	Bare	Dir	drumeț
969	drumeț	drumeț	Sing	Bare	Obl	drumeț
970	drumeț	drumeț	Sing	Def	Dir	drumețul
971	drumeț	drumeț	Sing	Def	Obl	drumețului
972	drumeț	drumeț	Plur	Bare	Dir	drumeți
973	drumeț	drumeț	Plur	Bare	Obl	drumeți
974	drumeț	drumeț	Plur	Def	Dir	drumeții
975	drumeț	drumeț	Plur	Def	Obl	drumeților
976	frumusețe	frumusețe	Sing	Bare	Dir	frumusețe
977	frumusețe	frumusețe	Sing	Bare	Obl	frumuseți
978	frumusețe	frumusețe	Sing	Def	Dir	frumusețea
979	frumusețe	frumusețe	Sing	Def	Obl	frumuseții
980	frumusețe	frumusețe	Plur	Bare	Dir	frumuseți
981	frumusețe	frumusețe	Plur	Bare	Obl	frumuseți
982	frumusețe	frumusețe	Plur	Def	Dir	frumusețele
983	frumusețe	frumusețe	Plur	Def	Obl	frumusețelor
984	pliant	pliant	Sing	Bare	Dir	pliant
985	pliant	pliant	Sing	Bare	Obl	pliant
986	pliant	pliant	Sing	Def	Dir	pliantul
987	pliant	pliant	Sing	Def	Obl	pliantului
988	pliant	pliant	Plur	Bare	Dir	pliante
989	pliant	pliant	Plur	Bare	Obl	pliante
990	pliant	pliant	Plur	Def	Dir	pliantele
991	pliant	pliant	Plur	Def	Obl	pliantelor
992	grafică	grafică	Sing	Bare	Dir	grafică
993	grafică	grafică	Sing	Bare	Obl	grafici
994	grafică	grafică	Sing	Def	Dir	grafica
995	grafică	grafică	Sing	Def	Obl	graficii
996	grafică	grafică	Plur	Bare	Dir	grafici
997	grafică	grafică	Plur	Bare	Obl	grafici
998	grafică	grafică	Plur	Def	Dir	graficele
999	grafică	grafică	Plur	Def	Obl	graficilor
1000	stâncă	stâncă	Sing	Bare	Dir	stâncă
1001	stâncă	stâncă	Sing	Bare	Obl	stânci
1002	stâncă	stâncă	Sing	Def	Dir	stânca
1003	stâncă	stâncă	Sing	Def	Obl	stâncii
1004	stâncă	stâncă	Plur	Bare	Dir	stânci
1005	stâncă	stâncă	Plur	Bare	Obl	stânci
1006	stâncă	stâncă	Plur	Def	Dir	stâncile
1007	stâncă	stâncă	Plur	Def	Obl	stâncilor
1008	viță	viță	Sing	Bare	Dir	viță
1009	viță	viță	Sing	Bare	Obl	vițe
1010	viță	viță	Sing	Def	Dir	vița
1011	viță	viță	Sing	Def	Obl	viței
1012	viță	viță	Plur	Bare	Dir	vițe
1013	viță	viță	Plur	Bare	Obl	vițe
1014	viță	viță	Plur	Def	Dir	vițele
1015	viță	viță	Plur	Def	Obl	vițelor
1016	ghid	ghid	Sing	Bare	Dir	ghid
1017	ghid	ghid	Sing	Bare	Obl	ghid
1018	ghid	ghid	Sing	Def	Dir	ghidul
1019	ghid	ghid	Sing	Def	Obl	ghidului
1020	ghid	ghid	Plur	Bare	Dir	ghiduri
1021	ghid	ghid	Plur	Bare	Obl	ghiduri
1022	ghid	ghid	Plur	Def	Dir	ghidurile
1023	ghid	ghid	Plur	Def	Obl	ghidurilor
1024	demnitate	demnitate	Sing	Bare	Dir	demnitate
1025	demnitate	demnitate	Sing	Bare	Obl	demnități
1026	demnitate	demnitate	Sing	Def	Dir	demnitatea
1027	demnitate	demnitate	Sing	Def	Obl	demnității
1028	demnitate	demnitate	Plur	Bare	Dir	demnități
1029	demnitate	demnitate	Plur	Bare	Obl	demnități
1030	demnitate	demnitate	Plur	Def	Dir	demnitățile
1031	demnitate	demnitate	Plur	Def	Obl	demnităților
